review,sentiment,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
i was cast as the surfer dude in the beach scenes almost got cast as the muscle guy since the real muscle guy was really really late that day pauly had my brother and i the skateboarder in front of the tattoo place do some vj stuff in between takes live from venice since he was still doing his mtv thing this movie is really good as well would it have made my top 100 if i wasn t in it ,1,0.26623186,0.031909898,-0.62831986,-0.41009974,0.8728742,0.14543861,1.1707802,0.9867932,0.25293452,0.16919205,-0.31141254,0.14259475,0.2045698,-0.31410474,-0.73325324,-0.4854775,-0.2130241,-0.32156715,-0.72666526,0.749933,0.17394407,0.5829558,0.08424452,-0.38550478,-0.19147775,0.99528086,-0.32838503,1.0551953,0.48415056,-1.158803,-0.73182154,-0.5771591,-0.6904098,-0.713238,0.020139415,-0.24163485,0.5234206,0.23941869,0.24153964,0.1321831,0.40801287,-0.19531314,0.5352163,-0.8119182,1.465087,0.25524154,0.047734857,0.13029517,-0.5670183,1.053995,-0.30766866,-0.65718883,0.7745826,0.3359766,-0.58641714,0.17839208,0.7421417,-0.19539051,-0.97165513,-0.2719495,0.53313327,-1.2524604,0.06216652,-0.55516213,-0.074913174,-0.21726981,1.1559048,-0.71351004,-0.8350671,0.2818317,0.73385525,-0.7212732,0.9677751,-0.16706607,-0.026229488,0.82330304,0.9582435,-0.53168386,-1.2557827,-0.7216116,-0.20058806,0.26037192,-0.30645806,0.0932245,0.05381749,-0.42751417,0.64684135,-0.5662374,0.0012445921,-0.0032750845,0.7367502,-1.1056951,-1.0347406,1.1003941,0.22376114,0.72364956
i could never stand watching happy days after chachi joined the cast so i knew i was in trouble when the best scene in this movie featured scott baio a skateboard chase scene jodie foster in her first grown up role turns in her usual professional performance but that is no excuse for this boring mess two hours out of my life that i ll never get back no noteworthy characters unbelievable storyline questionable editing and horrendous cinematography but worst of all i couldn t have cared less the story of california teens in the 1970 s where the kids live miserable lives and all their parents are idiots don t waste your time watching this ugly excuse for a movie ,0,0.38590398,0.4554891,-0.3017347,-0.52699286,0.8674596,0.21698944,0.69489753,0.9855686,0.08774395,-0.11152345,-0.3947879,0.07031178,0.13548146,-0.19859792,-0.5659611,-0.39396358,-0.34170565,0.07301889,-0.3895671,0.3207541,0.429137,0.4348054,-0.092689656,-0.33627063,0.082396835,1.3669109,-0.23975866,0.39406452,0.46314093,-0.957715,-0.6183324,-0.6343311,-0.24884945,-0.83221984,-0.10429147,-0.17289342,0.57382554,0.49372277,0.06327392,0.12687795,0.7581079,-0.4540188,0.40536952,-0.7806225,0.9963329,0.119657196,-0.15222344,-0.051250365,-0.45786268,0.74224275,-0.46538037,-0.055204082,0.3811688,-0.115663834,-0.89151144,0.4174022,1.0460253,-0.33386174,-0.8344097,0.015937343,0.3727688,-1.385006,0.004631172,-0.6173239,0.2063046,-0.25279978,0.85621774,-0.93566525,-0.9549594,0.3906381,0.74776155,-0.4091781,0.48461634,-0.16847225,-0.25857636,0.8729632,0.80893785,-0.6297487,-0.6358236,-1.171022,0.30959362,-0.18457611,0.0017004733,0.61920786,0.20284073,-0.4500638,0.39138213,-0.7333277,-0.6445644,0.16330509,0.44492984,-0.9951926,-0.3527086,1.1146339,0.116737805,0.9789646
this movie was thought to be low budget but it turned out to be awesome i just rented it from blockbuster and i loved it the acting was very good hot women and some scary parts it is plain and simply worth the money to pay for ,1,0.064753525,-0.06590689,-1.3203701,-0.54130584,0.62654346,0.45101646,1.3736686,0.8036124,-0.5954145,-0.31357786,-0.26447874,0.4191589,0.18700662,0.37117106,-0.40749946,-0.09135515,-0.678184,0.076085225,-0.5459297,0.6102747,0.3542787,1.1267387,0.028619263,0.40142712,-0.049220987,1.0847775,0.06496937,0.7558536,-0.4252949,-0.30288836,-1.4615848,-0.0604895,-0.46819004,-0.25955215,-0.6570452,-0.7006603,0.68978727,0.41305554,-0.8277069,0.38101512,0.025712622,-0.81331,1.0444859,-0.7490396,1.2062937,0.39843336,0.50593466,0.46967903,0.11669933,1.0819192,0.058531385,0.027757883,0.2998052,-0.301224,-0.115300745,-0.8776972,0.7893939,0.27083892,-0.15144975,-0.5264612,0.8006845,-2.0204132,0.30629438,-3.710706e-05,-0.10344355,-0.65719575,1.3344433,0.91554034,-0.45900288,0.12391538,0.5876125,-0.889698,0.45819575,-0.86452955,0.12919971,1.5088819,0.18310097,-0.7187271,-0.98010486,-1.3543544,-0.15563907,-0.58269083,-0.21283095,0.3700048,-0.0068980684,-0.6323515,0.57353944,-0.19045818,0.04538497,0.2466135,0.9276339,-0.8349852,-0.6261231,0.5994352,-0.12092828,0.23503684
living in the middle east in israel i was excited when i bought my ticket for syriana having seen the trailer and being a thriller lover i expected to see first of all a fast moving breath catching movie which wisely dips in global policy making and the relation between oil power and corruption from a fresh angle well i almost left the movie in the middle the pace was painfully slow almost all characters were stereotyped the intertwined editing made understanding the logic very difficult but as steve rhodes wrote in his review in the end you don t care save your money save your time choose another movie robi chernitsky,0,0.012270515,0.33132744,-0.22026314,-0.19574893,0.97131157,0.06863721,1.2479916,0.92496437,-0.07487786,-0.18574421,-0.094923414,0.03959768,0.106760584,-0.104832426,-0.67048305,-0.080830894,-0.32175678,-0.095518395,-1.0705562,0.57037526,0.2680639,0.7494405,-0.12921116,-0.10458093,-0.2589539,0.75653553,-0.30214545,0.19254766,0.4160722,-1.0124426,-0.6950982,-0.4568048,-0.10458308,-0.59644175,-0.44329208,0.018210992,0.42049292,0.3000278,0.06762261,0.13197674,0.72803867,-0.5626864,-0.007313687,-0.53542674,1.3934641,0.19802494,0.18153821,0.031075414,-0.2040242,0.8982359,-0.5143118,-0.38314137,0.42137766,-0.18904778,-0.65272605,0.4542632,1.2690841,-0.11704051,-0.78917533,0.07823006,0.42689577,-1.5795012,-0.058362715,-0.47375622,-0.21214657,-0.26245168,1.3697731,-0.60232025,-1.1955001,0.54970163,0.8906822,-0.83193,0.43564144,-0.2525605,-0.43648598,1.0405877,0.8974037,-0.41374058,-1.1890056,-1.1198272,0.32670945,0.189857,0.029934293,0.6467554,-0.09568109,-0.10281203,0.45543554,-0.76633114,-1.0264614,0.05361536,0.6456056,-1.2499362,-0.535673,1.625197,0.0030904224,0.74810916
 the belief in the big other as an invisible power structure which exists in the real is the most succinct definition of paranoia slavoj zizek this is a review of marathon man and the falcon and the snowman two films by director john schlesinger though hitchcock and lang brought the conspiracy thriller to hollywood the genre only blossomed in the late 60s and 70s with films like the parallax view z marathon man capricorn one the manchurian candidate three days of the condor and all the president s men this was the age of vietnam and watergate the public deeply suspicious of all political leaders the genre remained quiet in the 80s and early 90s until the x files tv series sprung to life with taglines such as the truth is out there and trust no one the series posited a world of vast conspiracies and government plots the common man at the mercy of all manners of ridiculously elaborate schemes the only way out of the maze fight the future as the tagline of the series final season proclaimed it was apparently our duty to trawl through the labyrinth of information discovering some elusive truth that ensured our own freedom this trend ended with the boom of the internet conspiracy thrillers now giving way to conspiracy documentaries the internet generation lapped up such independent documentaries as loose change and zeitgeist whilst in the mainstream michael moore titillated his audience with stuff like fahrenheit 9 11 all these documentaries believed in a secret order a cabal of wealthy politicians and businessmen who conspire to reduce human rights and enslave the world they struggle to create a mono myth linking various conspiracies and hidden agendas into a single all encompassing narrative that explains the purpose and point and future of everything this need to streamline narratives to make them more efficient is reflected in the scientific community who battle to create a grand unification theory and ultimately a theory of everything merging everything from quantum mechanics to special relativity into one giant all encompassing formula so ultimately the conspiracy thriller is rooted in man s desire to have control the modern subject is one who displays outright cynicism towards official institutions yet at the same time believes in the existence of conspiracies an unseen other pulling the strings this apparently contradictory coupling of cynicism and belief is strictly related to the demise of the big other its disappearance causes us to construct an other of the other conspiracy in order to escape the unbearable freedom its loss causes conversely there is no need to take the big other seriously if we believe in an other of the other we re therefore allowed to display cynicism and belief in equal measures man thus seeks to assert control over a wayward universe to create a kind of paternal babysitter be it god a mathematical formula a conspiracy theory an explanation for violence conspiracies murder war etc who provides meaning and symbolic order the big other provides reassurances to the believer it s a lifestyle choice akin to religion in which his place in the world is dependent on sheer irrationality the problem with most conspiracy thrillers from the innocent days of hitchcock s topaz all the way up to modern fare like the da vinci code are two fold firstly they are not incorrect in suggesting that something is wrong amongst the elite or best people but they are incorrect in individualizing and personalizing processes that are social collective and systemic an approach which implies that it is just a question of personal morality rather than social structures secondly and most importantly these conspiracies ignore the fact that the big other simply doesn t exist there is no symbolic order pulling the strings some modern conspiracy thrillers eyes wide shut existenz etc acknowledge this with their untangleable webs of lies accidents truths and half truths nothing ever adding up nothing ever making sense the real and the hyperreal the truth and the desire all blurred without any identifiable ground zero but these are mostly films by intellectual directors compared to these modern conspiracy thrillers marathon man and the falcon and the snowman are positively archaic marathon man is a about a grad student dustin hoffman who gets embroiled in his big brother s business roy scheider which unfortunately has to do with spies guns double agents diamonds and evil nazi dentists scheider is suave hoffman is excellent and schlesinger hits us with some neat visuals the reveal of the eiffel tower is stunning but what s most interesting about the film is the way that its various plot lines don t intersect until the 1 hour mark even then it takes a further half hour for things to start making sense unfortunately the film ends with a clichéd showdown between the villain and the good guy everything neatly resolved and explained the falcon and the snowman is a bit more ambitious sean penn and timothy hutton play two friends who sell government secrets to the soviet union hutton works at a civil defence contractor and smuggles information out of his office and into the hands of penn a small time drug dealer who has no qualms selling to the kgb penn does this strictly for the money whilst hutton is disillusioned with the american government particularly its attempt to depose the leader of australia and so sells the secrets strictly because he hates how his country conducts crimes and games of espionage in other words the film is about a conspiracy undertaken as a response to conspiracies marathon man 7 9 10 the falcon and the snowman 8 10 aside from an oddly slapstick car crash and its clichéd ending marathon man is an effective thriller with several neat scenes the falcon and the snowman is even better penn turning in a memorable performance ,1,0.084042184,0.59803903,-0.32826763,-0.5773651,0.7891639,0.21402454,0.86918116,1.0285292,0.01964911,-0.6113927,-0.26235336,0.2223534,0.35482654,0.025709042,-0.623789,-0.25365436,-0.28574678,0.019881373,-0.49507236,0.21057853,0.7590799,0.7523348,0.23793913,-0.18495521,-0.06381467,1.0466777,-0.19487786,0.45200703,0.28987208,-0.9739837,-0.65100336,-0.40235528,-0.50062966,-0.50505906,-0.35757646,-0.15930162,0.22503176,0.62803847,-0.11531309,0.23113088,0.3381062,-0.58014905,0.2032763,-1.116775,1.0336045,0.122960754,-0.009817819,0.20241825,-0.8387714,0.8727498,-0.459928,0.0095078405,0.44808966,-0.16359346,-1.0234673,0.4883042,1.0532031,-0.23493338,-0.74927294,-0.20142722,0.46230924,-1.1581559,0.28863817,-0.89392495,0.4007594,-0.32507682,0.92138636,-0.54691696,-0.78868324,0.24389002,0.55862856,-0.91363114,0.52806574,0.024750734,-0.5406379,0.76256096,0.82570046,-0.69319695,-0.5430864,-1.3146094,0.47909713,0.24298061,0.21046335,0.6861503,-0.029624067,-0.2757498,0.23979342,-0.84702104,-0.8746907,0.52175653,0.21183579,-0.93658346,-0.45488143,1.090571,0.115687,1.1494199
step up is a fair dance film about some kids that get their big performance break the film is average in every way with little more for the viewer a jock fights external prejudices to become a dancer with an accomplished partner and a teach who sees something special the acting was fine but the dialog and directing had little to add to overcoming a predictable story none the less you still feel quite good about the outcome of the film there were some dark scenes and some typical generalizations about dancers that went a little overboard this is a class b film with moderate continuity errors and dialog mishaps the scenery was good and the characters held true to life it is worth the watch if you like that kind of film ,0,-0.20293358,0.5959323,-0.40820137,-0.5478134,0.96446306,-0.06062234,1.2521172,1.047647,-0.43695047,-0.61193633,-0.3552067,0.2950891,0.36617094,0.22363436,-0.35778496,-0.32911882,-0.12957957,-0.15348919,-0.53908926,0.51157606,0.6512898,0.7847614,0.33034572,0.17169607,0.09122897,0.8703119,-0.30015907,0.7646975,0.37891564,-0.91574204,-0.58832604,-0.26657653,-0.49758917,-0.4051837,-0.7091234,-0.35833701,0.062022503,0.84195757,-0.53548753,0.2681061,0.36466277,-1.0618148,0.36081925,-1.310452,1.2758219,0.39324316,-0.09323302,0.4951601,-0.78416234,1.0846992,-0.74762684,0.052847046,0.47793117,0.32868484,-0.96943426,0.35349962,1.2631239,-0.12930416,-0.71169084,0.06139259,0.63205945,-1.1513164,0.20388903,-0.8191065,0.15592171,-0.38443452,1.0932875,0.007903999,-0.9394544,0.091127165,0.6170738,-0.9855918,0.6630138,-0.3329803,-0.67417675,1.0140438,0.7882155,-1.0281868,-0.5326764,-1.280104,0.1047428,0.24291863,0.3647158,0.7618312,-0.16846326,-0.38894385,0.04927968,-0.68770325,-0.79288423,0.19885619,0.2509995,-1.1029495,-0.23766072,1.146247,-0.27890542,0.95217866
a brother s promise is a wonderful family film this is a biography of dan jansen a champion olympic speed skater the movie depicts this athlete s life from a young age through full adulthood the love and support of the family members is evident throughout how dan and the rest of his family handle winning and losing races is a life lesson for all of us the commitment and determination of dan s coach and his teammates shows what it takes to make a real team how dan and his family deal with a devastating illness of a loved one is depicted without undo sentiment or sugarcoating the faith of the family is shown in basic terms and is obviously a major part of their lives this is a powerful family film which can be meaningful for a person of any age ,1,-0.18992026,0.67140007,-0.012533939,-0.5507869,0.837242,0.0052901073,1.1175468,1.0893122,-0.41314277,-0.7435862,-0.20976457,0.038821906,0.4769044,-0.19009398,-0.30051482,-0.30977225,-0.67554843,-0.07518193,-0.55015725,-0.06154413,0.7536619,0.7043364,0.586367,-0.15533447,-0.14127599,1.0916333,-0.0725769,0.84147376,0.542503,-0.9479436,-0.72454643,-0.21983916,-0.5990517,-0.50125283,-0.659331,-0.032781728,-0.14101693,0.49912784,0.027375039,-0.028478276,0.8355017,-0.4360227,0.5668969,-1.0674512,1.1459777,0.076228574,0.2700683,0.36584657,-0.97385305,0.3384588,-0.56356764,-0.14617522,0.39003897,-0.037115075,-1.1765085,0.7685355,1.382605,-0.26460123,-0.7650288,-0.2188158,0.31329682,-1.2620406,0.69939685,-0.6752262,0.26124835,-0.10576084,0.8175978,-0.31961724,-0.6187485,0.35798275,0.6515263,-1.0377415,0.5969446,-0.05037344,-0.8267077,0.7534228,0.70216596,-0.80206525,-0.7955881,-1.6373961,0.009251856,0.5741503,0.33118483,0.65423304,-0.15224895,-0.102176435,0.17773214,-0.75495565,-0.8883621,0.4647198,-0.025568094,-1.182111,-0.50583166,1.3856093,-0.12593123,1.3382953
this movie is trash from the word go first it gives an account of a season that took place 16 years ago who cares this movie had about as much depth as a bottle cap it makes a complex person like bob knight into a cartoon character swearing doesn t bother me but i m still amazed that espn showed a movie with more cursing than a kevin smith movie on a basic cable channel the f word was dropped at least 20 times before the first commercial break this movie was terrible and anyone associated with it should be embarrassed i rate this on the same level as jaws iv the revenge and everybody wins 2 movies that are in the crapfest hall of fame ,0,-0.30073863,0.29959318,-0.700152,-0.41369352,1.0306089,0.17626643,1.5040547,0.9157174,-0.16930486,-0.65584034,-0.45443216,0.030605312,0.18706685,-0.67404467,-0.6981198,-0.37180063,-0.6099594,0.014531307,-0.58631575,0.11274193,0.67427397,0.60623014,0.2702554,-0.15670557,-0.117602944,1.1805931,0.018519161,0.7986952,0.25021118,-1.0755552,-0.87322706,-0.4729502,-0.42434046,-0.5577954,-0.7053064,0.05678428,0.23483215,0.48868623,-0.07265098,0.18101667,0.9857887,-0.47017494,0.90883845,-0.9433732,1.1317834,0.25437957,0.2625109,0.07957961,-0.7739755,0.97708195,-0.28843787,-0.14204669,0.32093453,-0.24354525,-0.961621,0.5466177,1.1068109,-0.28983295,-0.52346045,0.09081119,0.2349492,-1.0891724,0.40478835,-0.61173016,0.108351275,-0.020804876,0.80518025,-0.068306044,-0.8492116,0.86796874,0.76821935,-1.0763438,0.5102447,0.0912346,-0.6598075,0.9385661,0.9909643,-0.69326377,-0.8645873,-1.3701915,0.05144408,0.3046761,0.13459915,0.3042735,-0.332374,-0.16812208,0.40935764,-0.7224278,-0.40533993,-0.06707532,0.45751888,-1.1028494,-0.8959138,1.5471538,0.17561041,0.93156457
the sopranos 1999 2007 number 1 television show of all time everyone thought this would be a stupid thing that wouldn t go past a pilot episode the sopranos has become a cultural phenomenon and universally agreed as one of the greatest television shows of all time james gandolfini plays the enigmatic new jersey crime boss tony soprano accompanied by a stellar cast edie falco is superb as the worrying loving upper middle class mother tony sirico is tremendous as a superstitious greying consiglieri who is often very funny while the show has often been criticised for the negative stereotype of italian americans as mafiosi and to an extent this is undeniable i can see so many positives from the show the portrayal of strong family values friendships love and compassion could this be present in a coarse television show about gangsters yes furthermore other burning issues are discussed such as terrorism social inequality and injustice homosexuality drugs etc this is no shallow dull show about tough guys and violence it has so much more many of the issues we see on the show are very real the writing which has been pretty much great has infused so successfully current issues and managed to imbred them within the characters lives which makes the whole thing more interesting credit must go to david chase who has created an excellent television treasure and to james gandolfini for envisioning television s most complex and enigmatic character simply exceptional 10 10,1,-0.0792226,0.49056742,-0.21049215,-0.56113046,0.78422046,0.19199862,1.1386338,0.6175153,-0.21012922,-0.4746099,-0.57095426,0.57688093,0.101117596,0.08076755,-0.5143916,0.04218225,-0.11904135,-0.047807172,-0.67535955,0.19243984,1.037902,0.4589166,-0.21113925,-0.11909076,0.10975389,1.4626491,-0.24866281,0.595517,0.3324661,-1.095225,-1.0139116,-0.2858146,-0.5907927,-0.69310236,-0.19019796,-0.1452362,0.22172707,0.739056,-0.22151616,0.3251752,0.21455683,-0.74738437,0.03784771,-1.1999952,1.0071375,0.47633722,0.3349739,0.5305994,-0.752429,1.0194817,-0.1667021,-0.2371444,0.70154226,-0.17863294,-0.6305661,0.07452479,0.8473413,-0.08419598,-0.79594624,-0.1120368,0.43895835,-1.0421277,0.43503976,-0.83577454,0.52034,0.016313158,0.9479868,-0.29261744,-0.88506836,0.1625213,0.60816646,-0.9766217,0.4749781,0.04917116,-0.66042817,0.9621149,0.7352167,-0.9396864,-0.7473873,-1.0818783,0.21505141,0.32571903,0.4825635,0.70011353,-0.10114116,-0.44050258,-0.023288494,-0.9626354,-0.7172751,0.46132123,0.3884599,-0.77330446,-0.5684201,1.1550071,0.05642629,0.6939878
luc besson s first work is also his first foray in science fiction a genre to which he will return fourteen years later with the fifth element 1997 even if this film was strongly influenced by hollywood cinema it is still highly enjoyable back in 1983 le dernier combat reveals besson s own approach of science fiction he takes back a threadbare topic and his efforts are discernible to make a stylish work shot in widescreen and black and white a disaster has destroyed virtually all the population from earth and we will never know what was this disaster and why men can t talk any more some barbarian hordes were formed in parallel a man pierre jolivet lives on his own and arrives in an unrecognizable paris where he is received by a doctor jean bouise there are no words in besson s work the characters actions and the progression of the events go through looks and gestures although the starting point and the backdrop are unnerving the film has never the look of a despondent one it seems that the man and the doctor try to reproduce gestures and actions linked to mankind before the disaster the film opens with the man having sex with an inflatable doll later the doctor tries to make him speak through a machine and he is a painter in his spare time it s all the more intriguing as these paintings seem to come from the prehistoric times following this reasoning one could argue that the bearded giant jean reno embodies evil and a threat to the efforts deployed by the man and the doctor to regain what finally made a human being ditto for the gang of baddies at the beginning of the film the pessimistic whiff that such a film could convey isn t really at the fore and gives way to a glimmer of hope personally the film could have gained with no music at all except the one the man can hear with his cassette recorder luc besson was to make better and still entrancing films like this one he also boosted pierre jolivet s career as a director who will leave a patchy work behind him in the future force majeure 1989 simple mortel 1991 ma petite entreprise 1999 or filles uniques 2003 ,1,-0.3144998,0.34682152,-0.33862016,-0.45352837,0.93471944,0.22876,1.3136412,1.0610287,-0.1349085,-0.61222905,-0.29255742,0.22364654,0.17816982,-0.2657616,-0.67536616,0.015695462,-0.42803842,-0.19257149,-0.64644617,0.20942429,0.44421068,0.81468725,0.2736802,-0.23337688,-0.13871342,1.1527978,-0.14856374,0.7455095,0.40153852,-0.8982208,-0.69064033,-0.31367552,-0.3678123,-0.36898315,-0.5363109,-0.08252127,0.23949172,0.5614344,-0.07508888,0.19940747,0.5814761,-0.34015197,0.43616632,-1.1350183,0.9608364,0.09785126,0.16819206,0.206278,-0.93525326,1.0799228,-0.38975573,-0.24926315,0.41940415,-0.0759408,-0.81198657,0.4029577,1.0437531,-0.38615718,-0.60278726,-0.26505166,0.49738663,-1.3117309,0.40349227,-0.7309939,0.11863472,-0.121034645,0.78057766,-0.39474753,-0.36725157,0.43136984,0.7024558,-0.98729736,0.6005749,0.07660349,-0.5553495,0.6886354,0.6916828,-0.6846159,-0.5727892,-1.09341,0.05497586,0.26575354,0.15744765,0.4876113,-0.30516803,-0.17967732,0.24991916,-0.6528254,-0.83612245,0.2952064,0.26637867,-0.709996,-0.51682687,1.0239908,-0.07727958,1.0204985
this movie is só incredibly unfunny it makes any man want to cry the cliché are put on thicker than 5 year old peanut butter and in such a way that it actually sucks humour out of your heart every single joke was badly timed and wouldn t have been funny if it were timed correctly don t see this movie there s a real chance you ll never be able to enjoy going to comedies again ever ,0,-0.16571347,0.18229978,-0.6607986,-0.45361,0.70711774,0.5716273,1.7048498,0.94851345,-0.25712496,-0.07235362,-0.37525743,0.4728302,-0.25423238,-0.5088007,-0.49629694,0.23377755,-0.23890892,0.06506719,-0.63571995,0.7880904,0.08974546,0.3769997,-0.37634,0.23058377,0.20083247,1.2181988,-0.39970803,0.47268128,0.35487223,-1.0459443,-0.81862223,-0.2233392,-0.33573183,-0.38995203,-0.06899906,-0.41837648,0.56929934,0.3616145,-0.233661,0.04297454,0.21429855,-0.5598685,0.24441871,-1.5454094,0.8637401,0.321592,0.5064387,0.4413423,-0.69830596,1.4171484,-0.33960158,-0.14202899,0.8214517,-0.32615167,-0.19616883,0.26941964,0.8784656,-0.16344385,-0.8418498,0.08758041,0.5737388,-1.537141,0.23147744,-0.7712206,0.25010553,-0.28960273,0.5304031,-0.15657301,-0.39145333,0.25672334,0.7415663,-0.8340317,0.86258316,-0.46959755,-0.18005443,1.1720743,0.954675,-0.59097683,-0.87730163,-0.9111592,-0.31694302,0.09760804,0.3264052,0.60628027,0.05783322,-0.37726697,0.19994593,-0.6711845,-0.44792855,0.3214021,0.34321493,-0.34193435,-0.8361905,0.6761231,0.018568467,0.77882236
this timeless summer love story is a classic and will never be dated i can t even count how many times i ve seen dirty dancing this is one movie that i could probably watch every few weeks and still love there is something timeless about this movie i have loved other blockbuster love story movies like pretty woman and when harry met sally i think their up there but there is something about dirty dancing that just makes it absolutely perfect the characters the chemistry between swaze and grey the movie s direction the incredible dancing the warm summery atmosphere everything about dirty dancing is absolutely perfect it is an instant classic and i ve never really seen a movie like it either before or since i don t think there is one particular element that makes this movie so loved but many things a lot of which are mentioned by numerous reviewers dirty dancing has a nostalgic languid summery mood realistic characters a relateable honest message coupled with incredible music and dancing and the one of the best dance sequences cinema has ever given us this movie is always on tv and i will continue to watch it as long as they show it but i will mention i have no interest in seeing havanna nights this one they should have left alone ,1,-0.07050254,0.27130857,-0.3981924,-0.62039,0.7515123,0.3024849,1.3855091,0.66174453,-0.16962396,-0.06839559,-0.29927504,0.44941863,0.046691425,-0.08158354,-0.45689237,0.12582546,-0.14888556,-0.46235847,-0.7795499,0.56034696,0.23685887,0.62633634,-0.6076354,0.12629338,0.1294238,1.4741441,-0.1919682,0.47652364,0.34606224,-1.0237676,-0.7435984,-0.20971121,-0.26992282,-0.6145041,-0.2396232,-0.35914734,0.2540818,0.5397525,-0.45640036,0.18230909,0.2551943,-0.47005343,0.4340383,-0.83554333,0.7933998,0.391268,0.15770356,0.3658465,-0.94097793,1.4046758,-0.19955719,-0.2039169,0.26992968,-0.30397275,-0.5762275,0.004832745,0.9613336,0.15755613,-0.5153385,-0.107850745,0.29042917,-1.6836168,0.37016854,-0.43549782,0.11225889,-0.04756596,0.7328762,-0.4639055,-0.3203517,0.5388919,0.32621467,-0.61613566,0.52737516,-0.26674512,-0.31750998,0.8244054,0.7979853,-1.096724,-0.872103,-0.7978645,0.057314638,0.13392831,0.15698534,0.68040705,-0.06271072,-0.45653024,0.20251168,-0.3951571,-0.3304409,0.6667037,0.79177916,-0.75904393,-0.8009894,0.8742099,0.0935309,0.69925433
 in 1955 tobias schneerbaum disappeared in the peruvian amazon one year later he walked out of the jungle naked it took him 45 years to go back supposedly keep the river on your right is a modern cannibal tale in reality anyone looking for some insight into cannibalism will be sadly disappointed the first half of the movie is more like a travel log of new ginuea mostly touting the native art the second half relies on still photos of a peruvian cannibal tribe but really that s about it unless of course you are interested in home movies of a jewish wedding or schneerbaum introducing his former male lovers i give up big disappointment and not really a modern cannibal tale merk,0,0.31599462,0.28200427,-0.118824616,-0.5912854,0.64888084,0.30987898,1.1139016,0.9845903,-0.07475231,-0.13136452,-0.2760441,0.15850776,0.2621882,-0.06458833,-0.7801887,0.053632904,-0.6426367,0.15983418,-0.784304,0.27037197,0.5411289,0.26534832,-0.07952371,-0.05612715,-0.027560398,1.1695681,-0.25930583,0.78502846,0.351292,-1.0262102,-0.83895636,-0.3487883,-0.41498578,-0.52889717,-0.011054097,-0.44966865,0.49847674,0.49372134,-0.38748014,0.36964193,0.42269036,-0.98755026,0.19785161,-1.2416006,0.9199004,-0.040717386,0.13183074,0.38988608,-0.617607,0.8050238,-0.6492706,0.04532822,0.49820733,-0.01523249,-0.92839557,0.3327592,1.3283144,-0.17405787,-0.7538255,-0.047932915,0.51908314,-1.1922203,0.17978172,-0.7434879,0.2742353,-0.50465846,1.3565305,-0.7907658,-0.7972128,0.017395757,0.6678817,-1.2154902,0.5938514,-0.09815137,-0.23725818,0.89946616,0.6685923,-0.690398,-1.082391,-0.8634061,0.18496463,0.17465395,0.3483002,0.6566274,0.055102386,-0.269392,0.28385842,-0.41630226,-0.5334188,0.28811145,0.50271523,-1.0423363,-0.6359122,1.299271,0.17315327,0.95548415
obviously a lot of talented behind the scenes crew members worked on this movie so don t even look at the credits at the end you ll only hold it against them nobody seemed interested in seeing this movie only 3 were in the theater two passed out after 10 minutes and they were the lucky ones the monsters were the unemployed worm from star trek 2 the wrath of khan and rejected designs for the space creatures in alien the creators of the movie obviously didn t want to overshadow the third rate movie monsters so they hired forth rate actors who apparently didn t get to memorize their lines or in some cases learn to pronounce the words before filming began some scenes are incredibly inept in conveying just what is supposed to be happening if anything is if you are unfortunate enough to be in a theater where this movie is showing and you don t pass out you ll laugh at what are supposed to be frightening or suspenseful moments of the film the implausibility of several scenes will just stun you and stephen dorff s regular spewing of the queen mary of curse words conveys the feeling of anyone who pays to see this if you must see this movie do yourself a favor and wait until it s in the bargain bin at the video store if there s any justice in the film industry one of the main actors will be there to rent it to you ,0,0.022644078,0.10276813,-0.7205939,-0.36288777,0.90942013,0.5053733,1.3196146,1.0900992,-0.26797584,-0.5076037,0.01423067,0.2584166,0.07205787,-0.204098,-0.6618246,0.012259085,-0.24382052,-0.14847599,-0.58335847,0.25391203,0.07828926,0.88178486,0.018681021,-0.32115477,-0.062244006,0.98330206,-0.12917776,0.39104673,0.23338643,-0.8674964,-0.6057684,-0.19348262,-0.45904016,-0.4395045,-0.056491576,-0.45570195,0.45178783,0.537722,-0.07218595,0.22416331,0.36391997,-0.49066326,0.20418407,-0.94317484,0.94580555,-0.10278155,0.39554203,0.0063617034,-0.7312614,1.0267035,-0.36291718,-0.18067057,0.43236688,-0.32932773,-0.94399136,0.20990093,0.71331704,-0.2778908,-0.5734364,-0.2374219,0.6375108,-1.1723907,0.37062633,-0.5714386,0.15323448,-0.493893,0.45582977,-0.46508434,-0.47883618,0.08395131,0.6361067,-1.0434762,0.6503023,-0.20376979,-0.086245045,0.8037159,0.8559202,-0.66579556,-0.525846,-0.8598831,0.1721531,0.22628582,0.1710328,0.42273602,-0.025889443,-0.39240783,0.45311752,-0.6983414,-0.58758897,0.8831789,0.5467253,-0.68833196,-0.64197385,0.93654877,0.3175739,0.94259524
